From,To,n_played,Region
Shy (Park Sang-myeon (박상면)),Key (Kim Han-gi (김한기)),38,LCK/South Korea
CoreJJ (Jo Yong-in (조용인)),Haru (Kang Min-seung (강민승)),83,LCK/South Korea
CoreJJ (Jo Yong-in (조용인)),LuNar (Lee Seung-ju) (Lee Seung-ju (이승주)),2,LCK/South Korea
Crown (Lee Min-ho (이민호)),Haru (Kang Min-seung (강민승)),70,LCK/South Korea
CuVee (Lee Seong-jin (이성진)),Haru (Kang Min-seung (강민승)),139,LCK/South Korea
Haru (Kang Min-seung (강민승)),Wraith (Kwon Ji-min (권지민)),5,LCK/South Korea
Haru (Kang Min-seung (강민승)),LuNar (Lee Seung-ju) (Lee Seung-ju (이승주)),6,LCK/South Korea
Haru (Kang Min-seung (강민승)),Ruler (Park Jae-hyuk (박재혁)),82,LCK/South Korea
Bang (Bae Jun-sik (배준식)),Huni (Heo Seung-hoon (허승훈)),54,LCK/South Korea
Bang (Bae Jun-sik (배준식)),Peanut (Han Wang-ho (한왕호)),71,LCK/South Korea
Bang (Bae Jun-sik (배준식)),Profit (Kim Jun-hyung (김준형)),9,LCK/South Korea
Blank (Kang Sun-gu (강선구)),Huni (Heo Seung-hoon (허승훈)),12,LCK/South Korea
Blank (Kang Sun-gu (강선구)),Profit (Kim Jun-hyung (김준형)),1,LCK/South Korea
Faker (Lee Sang-hyeok (이상혁)),Huni (Heo Seung-hoon (허승훈)),54,LCK/South Korea
Faker (Lee Sang-hyeok (이상혁)),Peanut (Han Wang-ho (한왕호)),71,LCK/South Korea
Faker (Lee Sang-hyeok (이상혁)),Profit (Kim Jun-hyung (김준형)),9,LCK/South Korea
Huni (Heo Seung-hoon (허승훈)),Peanut (Han Wang-ho (한왕호)),42,LCK/South Korea
Huni (Heo Seung-hoon (허승훈)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완)),54,LCK/South Korea
Peanut (Han Wang-ho (한왕호)),Profit (Kim Jun-hyung (김준형)),8,LCK/South Korea
Peanut (Han Wang-ho (한왕호)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완)),71,LCK/South Korea
Profit (Kim Jun-hyung (김준형)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완)),9,LCK/South Korea
Pure (Kim Jin-sun (김진선)),Soul (Seo Hyeon-seok) (Seo Hyeon-seok (서현석)),79,LCK/South Korea
Pure (Kim Jin-sun (김진선)),Veritas (Kim Kyoung-min (김경민)),146,LCK/South Korea
Pure (Kim Jin-sun (김진선)),Winged (Park Tae-jin (박태진)),81,LCK/South Korea
Pure (Kim Jin-sun (김진선)),caNdy (Kim Seung-ju) (Kim Seung-ju (김승주)),81,LCK/South Korea
Soul (Seo Hyeon-seok) (Seo Hyeon-seok (서현석)),Veritas (Kim Kyoung-min (김경민)),78,LCK/South Korea
Soul (Seo Hyeon-seok) (Seo Hyeon-seok (서현석)),Winged (Park Tae-jin (박태진)),81,LCK/South Korea
Soul (Seo Hyeon-seok) (Seo Hyeon-seok (서현석)),caNdy (Kim Seung-ju) (Kim Seung-ju (김승주)),81,LCK/South Korea
Veritas (Kim Kyoung-min (김경민)),Winged (Park Tae-jin (박태진)),78,LCK/South Korea
Veritas (Kim Kyoung-min (김경민)),caNdy (Kim Seung-ju) (Kim Seung-ju (김승주)),78,LCK/South Korea
Winged (Park Tae-jin (박태진)),caNdy (Kim Seung-ju) (Kim Seung-ju (김승주)),83,LCK/South Korea
Cepted (Park Wi-rim (박위림)),Deul (Kim Deul (김들)),99,LCK/South Korea
Cepted (Park Wi-rim (박위림)),Ella (Kwak Na-hoon (곽나훈)),81,LCK/South Korea
Cepted (Park Wi-rim (박위림)),Helper (Kwon Yeong-jae) (Kwon Yeong-jae (권영재)),69,LCK/South Korea
Cepted (Park Wi-rim (박위림)),Malrang (Kim Geun-seong (김근성)),83,LCK/South Korea
Deul (Kim Deul (김들)),Ella (Kwak Na-hoon (곽나훈)),81,LCK/South Korea
Deul (Kim Deul (김들)),Helper (Kwon Yeong-jae) (Kwon Yeong-jae (권영재)),69,LCK/South Korea
Deul (Kim Deul (김들)),Malrang (Kim Geun-seong (김근성)),83,LCK/South Korea
Ella (Kwak Na-hoon (곽나훈)),Helper (Kwon Yeong-jae) (Kwon Yeong-jae (권영재)),58,LCK/South Korea
Ella (Kwak Na-hoon (곽나훈)),Malrang (Kim Geun-seong (김근성)),71,LCK/South Korea
Helper (Kwon Yeong-jae) (Kwon Yeong-jae (권영재)),Malrang (Kim Geun-seong (김근성)),57,LCK/South Korea
Cepted (Park Wi-rim (박위림)),Hachani (Ha Seung-chan (하승찬)),14,LCK/South Korea
Cepted (Park Wi-rim (박위림)),Kiin (Kim Gi-in (김기인)),26,LCK/South Korea
Deul (Kim Deul (김들)),Hachani (Ha Seung-chan (하승찬)),14,LCK/South Korea
Deul (Kim Deul (김들)),Kiin (Kim Gi-in (김기인)),26,LCK/South Korea
Ella (Kwak Na-hoon (곽나훈)),Hachani (Ha Seung-chan (하승찬)),5,LCK/South Korea
Ella (Kwak Na-hoon (곽나훈)),Kiin (Kim Gi-in (김기인)),23,LCK/South Korea
Hachani (Ha Seung-chan (하승찬)),Helper (Kwon Yeong-jae) (Kwon Yeong-jae (권영재)),14,LCK/South Korea
Hachani (Ha Seung-chan (하승찬)),Malrang (Kim Geun-seong (김근성)),23,LCK/South Korea
Kiin (Kim Gi-in (김기인)),Malrang (Kim Geun-seong (김근성)),26,LCK/South Korea
Bdd (Gwak Bo-seong (곽보성)),Cuzz (Moon Woo-chan (문우찬)),67,LCK/South Korea
Bdd (Gwak Bo-seong (곽보성)),GorillA (Kang Beom-hyun (강범현)),142,LCK/South Korea
Bdd (Gwak Bo-seong (곽보성)),Khan (Kim Dong-ha (김동하)),130,LCK/South Korea
Bdd (Gwak Bo-seong (곽보성)),PraY (Kim Jong-in (김종인)),186,LCK/South Korea
Bdd (Gwak Bo-seong (곽보성)),Rascal (Kim Kwang-hee (김광희)),153,LCK/South Korea
Cuzz (Moon Woo-chan (문우찬)),GorillA (Kang Beom-hyun (강범현)),67,LCK/South Korea
Cuzz (Moon Woo-chan (문우찬)),Khan (Kim Dong-ha (김동하)),65,LCK/South Korea
Cuzz (Moon Woo-chan (문우찬)),PraY (Kim Jong-in (김종인)),67,LCK/South Korea
Cuzz (Moon Woo-chan (문우찬)),Rascal (Kim Kwang-hee (김광희)),106,LCK/South Korea
GorillA (Kang Beom-hyun (강범현)),Khan (Kim Dong-ha (김동하)),130,LCK/South Korea
GorillA (Kang Beom-hyun (강범현)),Rascal (Kim Kwang-hee (김광희)),12,LCK/South Korea
Khan (Kim Dong-ha (김동하)),PraY (Kim Jong-in (김종인)),130,LCK/South Korea
PraY (Kim Jong-in (김종인)),Rascal (Kim Kwang-hee (김광희)),12,LCK/South Korea
Crow (Kim Seon-gyu) (Kim Seon-gyu (김선규)),Mightybear (Kim Min-su (김민수)),1,LCK/South Korea
Crow (Kim Seon-gyu) (Kim Seon-gyu (김선규)),Sangyoon (Gwon Sang-yun (권상윤)),1,LCK/South Korea
Crow (Kim Seon-gyu) (Kim Seon-gyu (김선규)),Shy (Park Sang-myeon (박상면)),1,LCK/South Korea
Crow (Kim Seon-gyu) (Kim Seon-gyu (김선규)),Key (Kim Han-gi (김한기)),1,LCK/South Korea
Lava (Kim Tae-hoon (김태훈)),Lindarang (Heo Man-heung (허만흥)),100,LCK/South Korea
Lava (Kim Tae-hoon (김태훈)),Mightybear (Kim Min-su (김민수)),6,LCK/South Korea
Lava (Kim Tae-hoon (김태훈)),Sangyoon (Gwon Sang-yun (권상윤)),153,LCK/South Korea
Lava (Kim Tae-hoon (김태훈)),SeongHwan (Yoon Seong-hwan (윤성환)),103,LCK/South Korea
Lava (Kim Tae-hoon (김태훈)),Shy (Park Sang-myeon (박상면)),9,LCK/South Korea
Lava (Kim Tae-hoon (김태훈)),Key (Kim Han-gi (김한기)),153,LCK/South Korea
Lindarang (Heo Man-heung (허만흥)),Mightybear (Kim Min-su (김민수)),21,LCK/South Korea
Bang (Bae Jun-sik (배준식)),Untara (Park Ui-jin (박의진)),63,LCK/South Korea
Blank (Kang Sun-gu (강선구)),Untara (Park Ui-jin (박의진)),29,LCK/South Korea
Faker (Lee Sang-hyeok (이상혁)),Untara (Park Ui-jin (박의진)),63,LCK/South Korea
Peanut (Han Wang-ho (한왕호)),Untara (Park Ui-jin (박의진)),21,LCK/South Korea
Untara (Park Ui-jin (박의진)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완)),52,LCK/South Korea
Crazy (Kim Jae-hee) (Kim Jae-hee (김재희)),bono (Kim Gi-beom) (Kim Gi-beom (김기범)),18,LCK/South Korea
Ghost (Jang Yong-jun) (Jang Yong-jun (장용준)),bono (Kim Gi-beom) (Kim Gi-beom (김기범)),14,LCK/South Korea
Tempt (Kang Myung-gu (강명구)),bono (Kim Gi-beom) (Kim Gi-beom (김기범)),64,LCK/South Korea
Totoro (Eun Jong-seop (은종섭)),bono (Kim Gi-beom) (Kim Gi-beom (김기범)),3,LCK/South Korea
Aiming (Kim Ha-ram (김하람)),Kiin (Kim Gi-in (김기인)),124,LCK/South Korea
Aiming (Kim Ha-ram (김하람)),Spirit (Lee Da-yoon (이다윤)),35,LCK/South Korea
Aiming (Kim Ha-ram (김하람)),Sylph (Lee Jae-ha (이재하)),11,LCK/South Korea
Aiming (Kim Ha-ram (김하람)),TuSin (Park Jong-ik (박종익)),132,LCK/South Korea
Aiming (Kim Ha-ram (김하람)),kurO (Lee Seo-haeng (이서행)),117,LCK/South Korea
Kiin (Kim Gi-in (김기인)),Kramer (Ha Jong-hun (하종훈)),64,LCK/South Korea
Kiin (Kim Gi-in (김기인)),Spirit (Lee Da-yoon (이다윤)),168,LCK/South Korea
Kiin (Kim Gi-in (김기인)),Sylph (Lee Jae-ha (이재하)),25,LCK/South Korea
Kiin (Kim Gi-in (김기인)),TuSin (Park Jong-ik (박종익)),106,LCK/South Korea
Kiin (Kim Gi-in (김기인)),kurO (Lee Seo-haeng (이서행)),106,LCK/South Korea
Crazy (Kim Jae-hee) (Kim Jae-hee (김재희)),IgNar (Lee Dong-geun (이동근)),93,LCK/South Korea
Crazy (Kim Jae-hee) (Kim Jae-hee (김재희)),Trick (Kim Gang-yun (김강윤)),78,LCK/South Korea
Ghost (Jang Yong-jun) (Jang Yong-jun (장용준)),IgNar (Lee Dong-geun (이동근)),87,LCK/South Korea
Ghost (Jang Yong-jun) (Jang Yong-jun (장용준)),Trick (Kim Gang-yun (김강윤)),76,LCK/South Korea
IgNar (Lee Dong-geun (이동근)),Tempt (Kang Myung-gu (강명구)),93,LCK/South Korea
IgNar (Lee Dong-geun (이동근)),Trick (Kim Gang-yun (김강윤)),78,LCK/South Korea
IgNar (Lee Dong-geun (이동근)),bono (Kim Gi-beom) (Kim Gi-beom (김기범)),15,LCK/South Korea
Tempt (Kang Myung-gu (강명구)),Trick (Kim Gang-yun (김강윤)),78,LCK/South Korea
Grace (Lee Chan-ju (이찬주)),Wraith (Kwon Ji-min (권지민)),36,LCK/South Korea
Grace (Lee Chan-ju (이찬주)),SoHwan (Kim Jun-yeong (김준영)),80,LCK/South Korea
Grace (Lee Chan-ju (이찬주)),Teddy (Park Jin-seong (박진성)),80,LCK/South Korea
Grace (Lee Chan-ju (이찬주)),UmTi (Eom Seong-hyeon (엄성현)),144,LCK/South Korea
Wraith (Kwon Ji-min (권지민)),Justice (Yoon Seok-joon (윤석준)),8,LCK/South Korea
Wraith (Kwon Ji-min (권지민)),SoHwan (Kim Jun-yeong (김준영)),44,LCK/South Korea
Wraith (Kwon Ji-min (권지민)),Teddy (Park Jin-seong (박진성)),44,LCK/South Korea
Wraith (Kwon Ji-min (권지민)),UmTi (Eom Seong-hyeon (엄성현)),44,LCK/South Korea
Justice (Yoon Seok-joon (윤석준)),SoHwan (Kim Jun-yeong (김준영)),9,LCK/South Korea
Justice (Yoon Seok-joon (윤석준)),Teddy (Park Jin-seong (박진성)),9,LCK/South Korea
Justice (Yoon Seok-joon (윤석준)),UmTi (Eom Seong-hyeon (엄성현)),8,LCK/South Korea
Bdd (Gwak Bo-seong (곽보성)),Peanut (Han Wang-ho (한왕호)),75,LCK/South Korea
Khan (Kim Dong-ha (김동하)),Peanut (Han Wang-ho (한왕호)),65,LCK/South Korea
Peanut (Han Wang-ho (한왕호)),Rascal (Kim Kwang-hee (김광희)),10,LCK/South Korea
Edge (Lee Ho-sung (이호성)),Raise (Oh Ji-hwan (오지환)),40,LCK/South Korea
Edge (Lee Ho-sung (이호성)),Wiz (Na Yoo-joon (나유준)),46,LCK/South Korea
Raise (Oh Ji-hwan (오지환)),Roach (Kim Kang-hee (김강희)),40,LCK/South Korea
Raise (Oh Ji-hwan (오지환)),SSol (Seo Jin-sol (서진솔)),40,LCK/South Korea
Raise (Oh Ji-hwan (오지환)),Secret (Park Ki-sun (박기선)),40,LCK/South Korea
Roach (Kim Kang-hee (김강희)),Wiz (Na Yoo-joon (나유준)),50,LCK/South Korea
SSol (Seo Jin-sol (서진솔)),Wiz (Na Yoo-joon (나유준)),50,LCK/South Korea
Secret (Park Ki-sun (박기선)),Wiz (Na Yoo-joon (나유준)),50,LCK/South Korea
Deft (Kim Hyuk-kyu (김혁규)),Rush (Lee Yoon-jae (이윤재)),12,LCK/South Korea
Deft (Kim Hyuk-kyu (김혁규)),Ucal (Son Woo-hyeon (손우현)),67,LCK/South Korea
Mata (Cho Se-hyeong (조세형)),Rush (Lee Yoon-jae (이윤재)),12,LCK/South Korea
Mata (Cho Se-hyeong (조세형)),Ucal (Son Woo-hyeon (손우현)),67,LCK/South Korea
Rush (Lee Yoon-jae (이윤재)),Smeb (Song Kyung-ho (송경호)),12,LCK/South Korea
Rush (Lee Yoon-jae (이윤재)),Ucal (Son Woo-hyeon (손우현)),12,LCK/South Korea
Score (Go Dong-bin (고동빈)),Ucal (Son Woo-hyeon (손우현)),55,LCK/South Korea
Smeb (Song Kyung-ho (송경호)),Ucal (Son Woo-hyeon (손우현)),79,LCK/South Korea
ADD (Kang Geon-mo (강건모)),Pilot (Na Woo-hyung) (Na Woo-hyung (나우형)),51,LCK/South Korea
Beyond (Kim Kyu-seok) (Kim Kyu-seok (김규석)),Pilot (Na Woo-hyung) (Na Woo-hyung (나우형)),51,LCK/South Korea
Ian (An Jun-hyeong (안준형)),Pilot (Na Woo-hyung) (Na Woo-hyung (나우형)),100,LCK/South Korea
Max (Jeong Jong-bin) (Jeong Jong-bin (정종빈)),Pilot (Na Woo-hyung) (Na Woo-hyung (나우형)),51,LCK/South Korea
Kuzan (Lee Seong-hyeok (이성혁)),Lindarang (Heo Man-heung (허만흥)),2,LCK/South Korea
Kuzan (Lee Seong-hyeok (이성혁)),Mightybear (Kim Min-su (김민수)),3,LCK/South Korea
Kuzan (Lee Seong-hyeok (이성혁)),Sangyoon (Gwon Sang-yun (권상윤)),2,LCK/South Korea
Kuzan (Lee Seong-hyeok (이성혁)),Key (Kim Han-gi (김한기)),2,LCK/South Korea
Bang (Bae Jun-sik (배준식)),Blossom (Park Beom-chan (박범찬)),20,LCK/South Korea
Bang (Bae Jun-sik (배준식)),Effort (Lee Sang-ho (이상호)),61,LCK/South Korea
Bang (Bae Jun-sik (배준식)),Thal (Park Kwon-hyuk (박권혁)),73,LCK/South Korea
Blank (Kang Sun-gu (강선구)),Effort (Lee Sang-ho (이상호)),57,LCK/South Korea
Blank (Kang Sun-gu (강선구)),Thal (Park Kwon-hyuk (박권혁)),62,LCK/South Korea
Blossom (Park Beom-chan (박범찬)),Faker (Lee Sang-hyeok (이상혁)),20,LCK/South Korea
Blossom (Park Beom-chan (박범찬)),Thal (Park Kwon-hyuk (박권혁)),13,LCK/South Korea
Blossom (Park Beom-chan (박범찬)),Untara (Park Ui-jin (박의진)),10,LCK/South Korea
Blossom (Park Beom-chan (박범찬)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완)),17,LCK/South Korea
Effort (Lee Sang-ho (이상호)),Faker (Lee Sang-hyeok (이상혁)),168,LCK/South Korea
Effort (Lee Sang-ho (이상호)),Thal (Park Kwon-hyuk (박권혁)),53,LCK/South Korea
Effort (Lee Sang-ho (이상호)),Untara (Park Ui-jin (박의진)),11,LCK/South Korea
Effort (Lee Sang-ho (이상호)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완)),12,LCK/South Korea
Faker (Lee Sang-hyeok (이상혁)),Thal (Park Kwon-hyuk (박권혁)),57,LCK/South Korea
Thal (Park Kwon-hyuk (박권혁)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완)),27,LCK/South Korea
Aegis (Kim Geun-mo) (Kim Geun-mo (김근모)),HyBrid (Lee Woo-jin) (Lee Woo-jin (이우진)),1,LCK/South Korea
Aegis (Kim Geun-mo) (Kim Geun-mo (김근모)),Kuma (Park Hyeon-gyu) (Park Hyeon-gyu (박현규)),1,LCK/South Korea
Aegis (Kim Geun-mo) (Kim Geun-mo (김근모)),SSUN (Kim Tae-yang) (Kim Tae-yang (김태양)),1,LCK/South Korea
Aegis (Kim Geun-mo) (Kim Geun-mo (김근모)),WooFe (Jeong Woo-cheol (정우철)),1,LCK/South Korea
Hoglet (Kim Gwang-hyeop (김광협)),HyBrid (Lee Woo-jin) (Lee Woo-jin (이우진)),35,LCK/South Korea
Hoglet (Kim Gwang-hyeop (김광협)),Luci (Han Chang-hoon (한창훈)),35,LCK/South Korea
Hoglet (Kim Gwang-hyeop (김광협)),SSUN (Kim Tae-yang) (Kim Tae-yang (김태양)),35,LCK/South Korea
Hoglet (Kim Gwang-hyeop (김광협)),WooFe (Jeong Woo-cheol (정우철)),35,LCK/South Korea
HyBrid (Lee Woo-jin) (Lee Woo-jin (이우진)),Kuma (Park Hyeon-gyu) (Park Hyeon-gyu (박현규)),20,LCK/South Korea
HyBrid (Lee Woo-jin) (Lee Woo-jin (이우진)),Luci (Han Chang-hoon (한창훈)),81,LCK/South Korea
HyBrid (Lee Woo-jin) (Lee Woo-jin (이우진)),SSUN (Kim Tae-yang) (Kim Tae-yang (김태양)),48,LCK/South Korea
HyBrid (Lee Woo-jin) (Lee Woo-jin (이우진)),WooFe (Jeong Woo-cheol (정우철)),60,LCK/South Korea
Kuma (Park Hyeon-gyu) (Park Hyeon-gyu (박현규)),Luci (Han Chang-hoon (한창훈)),14,LCK/South Korea
Kuma (Park Hyeon-gyu) (Park Hyeon-gyu (박현규)),SSUN (Kim Tae-yang) (Kim Tae-yang (김태양)),13,LCK/South Korea
Kuma (Park Hyeon-gyu) (Park Hyeon-gyu (박현규)),WooFe (Jeong Woo-cheol (정우철)),17,LCK/South Korea
Luci (Han Chang-hoon (한창훈)),SSUN (Kim Tae-yang) (Kim Tae-yang (김태양)),47,LCK/South Korea
Luci (Han Chang-hoon (한창훈)),WooFe (Jeong Woo-cheol (정우철)),63,LCK/South Korea
SSUN (Kim Tae-yang) (Kim Tae-yang (김태양)),WooFe (Jeong Woo-cheol (정우철)),48,LCK/South Korea
Rather (Shin Hyeong-seop (신형섭)),Sword (Choi Sung-won (최성원)),122,LCK/South Korea
Rather (Shin Hyeong-seop (신형섭)),Tarzan (Lee Seung-yong) (Lee Seung-yong (이승용)),98,LCK/South Korea
Rather (Shin Hyeong-seop (신형섭)),Viper (Park Do-hyeon) (Park Do-hyeon (박도현)),45,LCK/South Korea
Rather (Shin Hyeong-seop (신형섭)),lehends (Son Si-woo (손시우)),38,LCK/South Korea
Sword (Choi Sung-won (최성원)),Tarzan (Lee Seung-yong) (Lee Seung-yong (이승용)),237,LCK/South Korea
Sword (Choi Sung-won (최성원)),Viper (Park Do-hyeon) (Park Do-hyeon (박도현)),184,LCK/South Korea
Sword (Choi Sung-won (최성원)),lehends (Son Si-woo (손시우)),154,LCK/South Korea
Tarzan (Lee Seung-yong) (Lee Seung-yong (이승용)),Viper (Park Do-hyeon) (Park Do-hyeon (박도현)),206,LCK/South Korea
Tarzan (Lee Seung-yong) (Lee Seung-yong (이승용)),lehends (Son Si-woo (손시우)),175,LCK/South Korea
Viper (Park Do-hyeon) (Park Do-hyeon (박도현)),lehends (Son Si-woo (손시우)),219,LCK/South Korea
Aries (Lee Chae-hwan) (Lee Chae-hwan (이채환)),Crazy (Kim Jae-hee) (Kim Jae-hee (김재희)),6,LCK/South Korea
Aries (Lee Chae-hwan) (Lee Chae-hwan (이채환)),IgNar (Lee Dong-geun (이동근)),6,LCK/South Korea
Aries (Lee Chae-hwan) (Lee Chae-hwan (이채환)),Tempt (Kang Myung-gu (강명구)),6,LCK/South Korea
Aries (Lee Chae-hwan) (Lee Chae-hwan (이채환)),bono (Kim Gi-beom) (Kim Gi-beom (김기범)),4,LCK/South Korea
Ambition (Kang Chan-yong (강찬용)),Fly (Song Yong-jun) (Song Yong-jun (송용준)),26,LCK/South Korea
CoreJJ (Jo Yong-in (조용인)),Fly (Song Yong-jun) (Song Yong-jun (송용준)),44,LCK/South Korea
CoreJJ (Jo Yong-in (조용인)),MongMong (Moon Chang-min (문창민)),1,LCK/South Korea
CuVee (Lee Seong-jin (이성진)),Fly (Song Yong-jun) (Song Yong-jun (송용준)),78,LCK/South Korea
Fly (Song Yong-jun) (Song Yong-jun (송용준)),Haru (Kang Min-seung (강민승)),18,LCK/South Korea
Fly (Song Yong-jun) (Song Yong-jun (송용준)),MongMong (Moon Chang-min (문창민)),1,LCK/South Korea
Fly (Song Yong-jun) (Song Yong-jun (송용준)),Ruler (Park Jae-hyuk (박재혁)),101,LCK/South Korea
Haru (Kang Min-seung (강민승)),MongMong (Moon Chang-min (문창민)),1,LCK/South Korea
MongMong (Moon Chang-min (문창민)),Ruler (Park Jae-hyuk (박재혁)),1,LCK/South Korea
Chovy (Jeong Ji-hoon (정지훈)),Sword (Choi Sung-won (최성원)),117,LCK/South Korea
Chovy (Jeong Ji-hoon (정지훈)),Tarzan (Lee Seung-yong) (Lee Seung-yong (이승용)),140,LCK/South Korea
Chovy (Jeong Ji-hoon (정지훈)),Viper (Park Do-hyeon) (Park Do-hyeon (박도현)),140,LCK/South Korea
Chovy (Jeong Ji-hoon (정지훈)),lehends (Son Si-woo (손시우)),139,LCK/South Korea
Asper (Kim Tae-gi (김태기)),Brook (Lee Jang-hoon (이장훈)),1,LCK/South Korea
Asper (Kim Tae-gi (김태기)),Clever (Moon Won-hee (문원희)),1,LCK/South Korea
Asper (Kim Tae-gi (김태기)),Kuzan (Lee Seong-hyeok (이성혁)),1,LCK/South Korea
Asper (Kim Tae-gi (김태기)),Mightybear (Kim Min-su (김민수)),1,LCK/South Korea
Brook (Lee Jang-hoon (이장훈)),Clever (Moon Won-hee (문원희)),1,LCK/South Korea
Brook (Lee Jang-hoon (이장훈)),Kuzan (Lee Seong-hyeok (이성혁)),1,LCK/South Korea
Brook (Lee Jang-hoon (이장훈)),Mightybear (Kim Min-su (김민수)),1,LCK/South Korea
Clever (Moon Won-hee (문원희)),Kuzan (Lee Seong-hyeok (이성혁)),1,LCK/South Korea
Clever (Moon Won-hee (문원희)),Mightybear (Kim Min-su (김민수)),1,LCK/South Korea
Grace (Lee Chan-ju (이찬주)),KaKAO (Lee Byung-kwon (이병권)),3,LCK/South Korea
Grace (Lee Chan-ju (이찬주)),Nova (Park Chan-ho) (Park Chan-ho (박찬호)),75,LCK/South Korea
Justice (Yoon Seok-joon (윤석준)),KaKAO (Lee Byung-kwon (이병권)),1,LCK/South Korea
Justice (Yoon Seok-joon (윤석준)),Nova (Park Chan-ho) (Park Chan-ho (박찬호)),1,LCK/South Korea
KaKAO (Lee Byung-kwon (이병권)),Nova (Park Chan-ho) (Park Chan-ho (박찬호)),47,LCK/South Korea
KaKAO (Lee Byung-kwon (이병권)),SoHwan (Kim Jun-yeong (김준영)),4,LCK/South Korea
KaKAO (Lee Byung-kwon (이병권)),Teddy (Park Jin-seong (박진성)),4,LCK/South Korea
Nova (Park Chan-ho) (Park Chan-ho (박찬호)),SoHwan (Kim Jun-yeong (김준영)),45,LCK/South Korea
Nova (Park Chan-ho) (Park Chan-ho (박찬호)),Teddy (Park Jin-seong (박진성)),45,LCK/South Korea
Nova (Park Chan-ho) (Park Chan-ho (박찬호)),UmTi (Eom Seong-hyeon (엄성현)),41,LCK/South Korea
Deft (Kim Hyuk-kyu (김혁규)),Kingen (Hwang Seong-hoon (황성훈)),1,LCK/South Korea
Kingen (Hwang Seong-hoon (황성훈)),Mata (Cho Se-hyeong (조세형)),1,LCK/South Korea
Kingen (Hwang Seong-hoon (황성훈)),Score (Go Dong-bin (고동빈)),30,LCK/South Korea
Kingen (Hwang Seong-hoon (황성훈)),Ucal (Son Woo-hyeon (손우현)),1,LCK/South Korea
ADD (Kang Geon-mo (강건모)),Motive (Cho Se-hee (조세희)),1,LCK/South Korea
Beyond (Kim Kyu-seok) (Kim Kyu-seok (김규석)),Motive (Cho Se-hee (조세희)),33,LCK/South Korea
Ian (An Jun-hyeong (안준형)),Motive (Cho Se-hee (조세희)),50,LCK/South Korea
MaHa (Oh Hyun-sik (오현식)),Motive (Cho Se-hee (조세희)),58,LCK/South Korea
MaHa (Oh Hyun-sik (오현식)),Pilot (Na Woo-hyung) (Na Woo-hyung (나우형)),55,LCK/South Korea
Max (Jeong Jong-bin) (Jeong Jong-bin (정종빈)),Motive (Cho Se-hee (조세희)),1,LCK/South Korea
Motive (Cho Se-hee (조세희)),Pilot (Na Woo-hyung) (Na Woo-hyung (나우형)),78,LCK/South Korea
Bang (Bae Jun-sik (배준식)),Pirean (Choi Jun-sik (최준식)),16,LCK/South Korea
Blank (Kang Sun-gu (강선구)),Pirean (Choi Jun-sik (최준식)),16,LCK/South Korea
